Name	Type	SaveFileId	Image	Video
Riddler Bomb (Miagani Island, NearParking)	Riddler Bomb	BombRiot_X14_Succeeded 	https://static.gosunoob.com/img/1/2015/07/Riddler_Victim_Batman_Arkham_Knight_Miagani_Island_1-1024x576.jpg	
Combo Boost Upgrade	Upgrades	Unlocked_SpecialMoveCost		
Breakable Shield (Miagani Island, BankOfGotham)	Breakable Objects	PickedUp_CityX_MilitiaShield_14 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani12B.jpg	
Breakable Shield (Miagani Island, AcrossParkingGarage)	Breakable Objects	PickedUp_CityX_MilitiaShield_15 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani13B.jpg	
Breakable Shield (Miagani Island, Koul Brau Near Parking)	Breakable Objects	PickedUp_CityX_MilitiaShield_1 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani14B.jpg	
Riddler Trophy (Miagani Island, Gotham Casino)	Riddler Trophies	PickedUp_CityX_Pickup_25 	https://static.gosunoob.com/img/1/2015/06/gotham-casino-riddler-trophy-bak-1024x576.jpg	
Breakable Shield (Miagani Island, Pumpkin Near Casino)	Breakable Objects	PickedUp_CityX_MilitiaShield_2 	https://www.gamerguides.com/batman-arkham-knight/guide/collectibles-guide/miagani-island-collectible-locations/breakable-object-locations	
Bomb (Miagani Island, Botanical Gardens Overpass)	Bombs	SS_CommandBeacons_CityX_09_ChD1ab_Ch3456789.RCommandBeacon_0_destroyed	https://static.gosunoob.com/img/1/2015/07/arkham-knight-miagani-island-landmine-1024x576.jpg	
Breakable Shield (Miagani Island, NextToOracleCrash)	Breakable Objects	PickedUp_CityX_MilitiaShield_3 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani1B.jpg	
Investigate Oracle Crash	Main Story	Ch3_CityX_08_APC_Forensics_Complete		
Breakable Shield (Miagani Island, BuildingNearNewtonFairgrounds)	Breakable Objects	PickedUp_CityX_MilitiaShield_5 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani3B.jpg	
Firefly (Miagani Island, Bristol Fire Station near Fairgrounds)	Firefly	SS_Firefly_CityX_Complete 	https://static.gosunoob.com/img/1/2015/07/miagani-island-bristol-fire-station-1024x576.jpg	
Azrael 1 (Near Parking, use map)	Azrael	SS_Azrael_Fight1_Complete 		
Riddler Trophy (Miagani Island, Diner Near Parking Lot)	Riddler Trophies	PickedUp_CityX_Pickup_33 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-paulis-diner-250x140.jpg	
Riddler Trophy (Miagani Island, Donut)	Riddler Trophies	PickedUp_CityX_Pickup_34 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-dang-good-donuts-250x140.jpg	
Quincy Sharp Riddle (Cinema Alley)	Riddles	PickedUp_CityX_Riddler_31 	https://static.gosunoob.com/img/1/2015/06/riddle-solution-miagani-island-1024x576.jpg	
Riddler Trophy (Miagani Island, Lacey Sign Next to Cinema)	Riddler Trophies	PickedUp_CityX_Pickup_7 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-lacey-puzzle-trophy-1024x576.jpg	
Vulcan Stabalizer Upgrade	Upgrades	Unlocked_BmblVulcanGunAccuracy		
Bomb (Miagani Island, Lacey Sign)	Bombs	SS_CommandBeacons_CityX_11_ChD1ab_Ch3456789.RCommandBeacon_3_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-explosive-device-1024x576.jpg	
Riddler Trophy (Miagani, Wayne Tower Stairs Inside)	Riddler Trophies	PickedUp_CityX_Pickup_20 	https://static.gosunoob.com/img/1/2015/06/wayne-tower-riddler-trophy-1024x576.jpg	
Wayne Family Riddle	Riddles	PickedUp_CityX_Riddler_26 		
Riddler Trophy (Miagani Island, GlassBuildingLobby)	Riddler Trophies	PickedUp_CityX_Pickup_41 	https://static.gosunoob.com/img/1/2015/06/batman-riddler-trophy-miagani-island-1024x576.jpg	
Breakable Shield (Miagani Island, Gotham Globe)	Breakable Objects	PickedUp_CityX_MilitiaShield_6 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani4B.jpg	
Breakable Shield (Miagani Island, innigans near Gotham Globe)	Breakable Objects	PickedUp_CityX_MilitiaShield_7 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani5B.jpg	
Riddler Trophy (Miagani Island, Gotham Pony near Globe)	Riddler Trophies	PickedUp_CityX_Pickup_5 	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-trophy-breakable-wall-miagani-island-1024x576.jpg	
Miagani Tunnel System Entrance	Main Story	CityX_T10_Ch3c_Tunnel_WinchUsed 		
Riddler Trophy (Miagani Island, Tunnel system)	Riddler Trophies	PickedUp_CityX_Pickup_32 		
Miagani Tunnel Done	Main Story	CityX_T10_Tunnel_Cleared 		
Batmobile Upgrade	Main Story	Batmobile_Secondary_Weapon_Generator_Given 		
APC 1	APC	SS_APC_APC1Complete 		
Grapnel Boost Mk3 Upgrade	Upgrades	Unlocked_GrappleBoostMk3		
Breakable Shield (Miagani Island, Mercy Bridge)	Breakable Objects	PickedUp_CityX_MilitiaShield_13 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani11B.jpg	
Breakable Shield (Miagani, DolphinBuildingNearPenguinTruck)	Breakable Objects	PickedUp_CityX_MilitiaShield_12 		
Breakable Shield (Miagani Island, OverpassNearDolphinBuilding)	Breakable Objects	PickedUp_CityX_MilitiaShield_11 		
Start League of Assassins	League of Assassins	DLC_Ras_Ninja_Forensics_Start		
Penguin Start	Main Story	Ch3d_CityX_07_PenguinThugsDead 		
Riddler Trophy (Miagani Island, ChurchNearPenguinTruck)	Riddler Trophies	PickedUp_CityX_Pickup_35 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-miagani-island-church-1024x576.jpg	
Riddler Trophy (Miagani Island, Wood Wall Near Vicki Vale)	Riddler Trophies	PickedUp_CityX_Pickup_21 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-miagani-island-1024x576.jpg	
Riddler Trophy (Miagani Island, Top of Building Near Grand Avenue)	Riddler Trophies	PickedUp_CityX_Pickup_36 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-vicky-vale-miagani-island-1024x576.jpg	
Riddler Trophy (Miagani Island, Grand Avenue Room)	Riddler Trophies	PickedUp_CityX_Pickup_10 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-hotel-riddler-trophy-1024x576.jpg	
First Cache Destroyed (Near Parking)	Main Story	Penguin_Cache_Completed 		
Riddler Trophy (Miagani Island, GarageJump)	Riddler Trophies	PickedUp_CityX_Pickup_1 	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-trophy-parking-roof-1024x576.jpg	
League of Assassin's Riddle (Miagani Alley Parking Lot Entrance)	Riddles	PickedUp_CityX_Riddler_32 	https://static.gosunoob.com/img/1/2015/06/miagani-island-underpass-riddle-1024x576.jpg	
APC 2	APC	SS_APC_APC2Complete 		
Firemen (Miagani Island, Mercy Bridge)	Firemen	SS_FireCrew_8_Rescued 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_The_Line_of_Duty_Miagani_Island-1024x576.jpg	
Firefly (Bleake Island, Fire Station by Water Near GCPD)	Firefly	SS_Firefly_CityZ_Complete 	https://static.gosunoob.com/img/1/2015/07/bleake-island-cauldron-fire-station-1024x576.jpg	
Grapnel Boost Takedown Upgrade	Upgrades	Unlocked_GrappleBoostTd 		
Fear Takedown x4 Upgrade	Upgrades	Unlocked_4FearTakedowns		
Riddler Challenge 1 (Bleake, Auto Repair [or use map] 0 3)	Riddler Mission	Orphan_C2_Done 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Balancing_Act_Riddlers_Revenge-1024x576.jpg	
Riddler Trophy (Founders Island, Lighthouse)	Riddler Trophies	PickedUp_CityY_Pickup_35 	https://static.gosunoob.com/img/1/2015/06/batman-arkham-knight-riddler-trophies-ace-chemicals-1024x576.jpg	
Riddler Trophy (Founders, Wooden Wall Near fireman)	Riddler Trophies	PickedUp_CityY_Pickup_20 	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophies-trade-house-1024x576.jpg	
Firemen (FoundersIsland, Lighthouse)	Firemen	SS_FireCrew_10_Rescued 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Missing_Firefighter_Founders_Island-1024x576.jpg	
Stagg Watchtower	Main Story	Ch4_FirstWatchTower_Complete 		
Riddler Trophy (Founders Island, Wayne Plaza)	Riddler Trophies	PickedUp_CityY_Pickup_25 	https://static.gosunoob.com/img/1/2015/06/wayne-plaza-riddler-trophy-1024x576.jpg	
Wayne Manor Riddle	Riddles	PickedUp_CityY_Riddler_1 	https://static.gosunoob.com/img/1/2015/06/founders-island-wayne-plaza-riddle-1024x576.jpg	
Breakable (Stagg Alpha, Above Guards NearWindow)	Breakable Objects	PickedUp_Stagg_InsectCrate_1 	https://resource.supercheats.com/library/640w/batman-arkham-knight/BO_Stagg9C.jpg	
Riddler Trophy (Stagg Alpha, Opposite of Breakable)	Riddler Trophies	PickedUp_Stagg_Pickup_5 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-stagg-airship-collectibles-1024x576.jpg	
Riddler Trophy (Stagg Alpha, Rolling Ball)	Riddler Trophies	PickedUp_Stagg_Pickup_1 	https://static.gosunoob.com/img/1/2015/06/airships-riddler-trophy-solution-1024x576.jpg	
Breakable (Stagg Alpha, Right of Moving Crates)	Breakable Objects	PickedUp_Stagg_InsectCrate_2 	https://resource.supercheats.com/library/640w/batman-arkham-knight/BO_Stagg14C.jpg	
Riddler Trophy (Stagg Alpha, Electrical Charge Box Upper Right)	Riddler Trophies	PickedUp_Stagg_Pickup_2 	https://static.gosunoob.com/img/1/2015/06/airships-riddler-trophy-location-1024x576.jpg	
Riddler Trophy (Stagg Alpha, Move crates to left)	Riddler Trophies	PickedUp_Stagg_Pickup_3 	https://static.gosunoob.com/img/1/2015/06/bak-stagg-airships-riddler-trophy-1024x576.jpg	
Riddler Trophy (Stagg Alpha, After crates, batarang)	Riddler Trophies	PickedUp_Stagg_Pickup_4 	https://static.gosunoob.com/img/1/2015/06/puzzle-trophy-airship-arkham-knight-1024x576.jpg	
Breakable (Stagg Alpha, On top of control room)	Breakable Objects	PickedUp_Stagg_InsectCrate_4 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg7B.jpg	
Breakable (Stagg Alpha, Above Side Gate)	Breakable Objects	PickedUp_Stagg_InsectCrate_3 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg6B.jpg	
Riddler Trophy (Stagg Alpha, UnderFloor)	Riddler Trophies	PickedUp_Stagg_Pickup_6 	https://static.gosunoob.com/img/1/2015/06/batman-arkham-knight-riddler-trophies-airship-1024x576.jpg	
Breakable (Stagg Alpha, Before Predator Room)	Breakable Objects	PickedUp_Stagg_InsectCrate_5 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg8B.jpg	
Riddler Trophy (Stagg Alpha, Question Marks Before Predator)	Riddler Trophies	PickedUp_Stagg_Pickup_8 	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-trophy-solution-airship-1024x576.jpg	
White Monkey Riddle (Stagg alpha Predator Room UnderStart)	Riddles	PickedUp_Stagg_Riddler_35 		
Breakable (Stagg Alpha, FarLeftFromEntrance)	Breakable Objects	PickedUp_Stagg_InsectCrate_8 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg11B.jpg	
Riddler Trophy (Stagg Alpha, FarMiddleFromEntrance - Monkey)	Riddler Trophies	PickedUp_Stagg_Pickup_13 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-airship-alfa-1024x576.jpg	
Breakable (Stagg Alpha, Far Right From Entrance)	Breakable Objects	PickedUp_Stagg_InsectCrate_7 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg10B.jpg	
Breakable (Stagg Alpha, UnderComputer)	Breakable Objects	PickedUp_Stagg_InsectCrate_9 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg12B.jpg	
Riddler Trophy (Stagg Alpha, Right side - Monkey)	Riddler Trophies	PickedUp_Stagg_Pickup_14 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-monkey-puzzle-riddler-trophy-1024x576.jpg	
Breakable (Stagg Beta, On Cage After Fight)	Breakable Objects	PickedUp_Stagg_InsectCrate_10     	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg5B.jpg	
BludhavenPoster Riddle	Riddles	PickedUp_Stagg_Riddler_27 		
Breakable (Stagg Beta, Behind Exploding gel Wall)	Breakable Objects	PickedUp_Stagg_InsectCrate_11 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg15B.jpg	
Riddler Trophy (Stagg Beta, Complicated after exploding Wall)	Riddler Trophies	PickedUp_Stagg_Pickup_17 	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-stagg-airships-1024x576.jpg	
Breakable (Stagg Beta, Left Near Predator Entrance)	Breakable Objects	PickedUp_Stagg_InsectCrate_13 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg2B.jpg	
Riddler Trophy (Stagg Beta, OppositeofPredatorEntrance - Monkey)	Riddler Trophies	PickedUp_Stagg_Pickup_25 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-locations-airships-1024x576.jpg	
Breakable (Stagg Beta, Far Right [Near RiddlerTrophy])	Breakable Objects	PickedUp_Stagg_InsectCrate_14 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg4B.jpg	
